n,m,Q_rational,Lambda_value,sign
3,8400,1,+9.0359869848,+
3,8403,1,+9.0363440639,+
3,8406,-1,-9.0367010156,-
3,8409,1,+9.0370578398,+
3,8412,1,+9.0374145368,+
3,8415,-3,-27.1133133199,-
3,8418,1,+9.0381275493,+
3,8421,1,+9.0384838650,+
3,8424,-1,-9.0388400538,-
3,8427,1,+9.0391961158,+
3,8430,1,+9.0395520510,+
3,8433,0,+0.0000000000,0
3,8436,1,+9.0402635416,+
3,8439,1,+9.0406190972,+
3,8442,-3,-27.1229235790,-
3,8445,1,+9.0413298292,+
3,8448,1,+9.0416850059,+
3,8451,0,+0.0000000000,0
3,8454,1,+9.0423949811,+
3,8457,1,+9.0427497798,+
3,8460,-5,-45.2155222630,-
3,8463,1,+9.0434589997,+
3,8466,1,+9.0438134211,+
3,8469,0,+0.0000000000,0
3,8472,1,+9.0445218873,+
3,8475,1,+9.0448759322,+
3,8478,0,+0.0000000000,0
3,8481,1,+9.0455836464,+
3,8484,1,+9.0459373157,+
3,8487,-1,-9.0462908600,-
3,8490,1,+9.0466442793,+
3,8493,1,+9.0469975738,+
3,8496,-4,-36.1894029739,-
3,8499,1,+9.0477037885,+
3,8502,1,+9.0480567089,+
3,8505,0,+0.0000000000,0
3,8508,1,+9.0487621763,+
3,8511,1,+9.0491147235,+
3,8514,-3,-27.1484014392,-
3,8517,1,+9.0498194451,+
3,8520,1,+9.0501716198,+
3,8523,0,+0.0000000000,0
3,8526,1,+9.0508755973,+
3,8529,1,+9.0512274003,+
3,8532,1,+9.0515790796,+
3,8535,1,+9.0519306352,+
3,8538,1,+9.0522820673,+
3,8541,-1,-9.0526333759,-
3,8544,1,+9.0529845612,+
3,8547,1,+9.0533356232,+
3,8550,-5,-45.2684328097,-
3,8553,1,+9.0540373776,+
3,8556,1,+9.0543880702,+
3,8559,0,+0.0000000000,0
3,8562,1,+9.0550890867,+
3,8565,1,+9.0554394108,+
3,8568,-7,-63.3905272849,-
3,8571,1,+9.0561396909,+
3,8574,1,+9.0564896472,+
3,8577,0,+0.0000000000,0
3,8580,1,+9.0571891925,+
3,8583,1,+9.0575387817,+
3,8586,0,+0.0000000000,0
3,8589,1,+9.0582375938,+
3,8592,1,+9.0585868167,+
3,8595,-1,-9.0589359178,-
3,8598,1,+9.0592848971,+
3,8601,1,+9.0596337546,+
3,8604,-2,-18.1199649808,-
3,8607,1,+9.0603311046,+
3,8610,1,+9.0606795974,+
3,8613,0,+0.0000000000,0
3,8616,1,+9.0613762188,+
3,8619,1,+9.0617243476,+
3,8622,-1,-9.0620723553,-
3,8625,1,+9.0624202419,+
3,8628,1,+9.0627680075,+
3,8631,-1,-9.0631156522,-
3,8634,1,+9.0634631761,+
3,8637,1,+9.0638105793,+
3,8640,15,+135.9623679270,+
3,8643,1,+9.0645050238,+
3,8646,1,+9.0648520652,+
3,8649,-1/2,-4.5325994932,-
3,8652,1,+9.0655457871,+
3,8655,1,+9.0658924676,+
3,8658,-3,-27.1987170840,-
3,8661,1,+9.0665854683,+
3,8664,1,+9.0669317887,+
3,8667,0,+0.0000000000,0
3,8670,1,+9.0676240698,+
3,8673,1,+9.0679700307,+
3,8676,-2,-18.1366317439,-
3,8679,1,+9.0686615936,+
3,8682,1,+9.0690071959,+
3,8685,-1,-9.0693526787,-
3,8688,1,+9.0696980422,+
3,8691,1,+9.0700432864,+
3,8694,2,+18.1407768231,+
3,8697,1,+9.0707334176,+
3,8700,1,+9.0710783046,+
3,8703,0,+0.0000000000,0
3,8706,1,+9.0717677221,+
3,8709,1,+9.0721122527,+
3,8712,-5,-45.3622833231,-
3,8715,1,+9.0728009580,+
3,8718,1,+9.0731451328,+
3,8721,0,+0.0000000000,0
3,8724,1,+9.0738331273,+
3,8727,1,+9.0741769472,+
3,8730,-3,-27.2235619465,-
3,8733,1,+9.0748642324,+
3,8736,1,+9.0752076980,+
3,8739,0,+0.0000000000,0
3,8742,1,+9.0758942754,+
3,8745,1,+9.0762373875,+
3,8748,0,+0.0000000000,0
3,8751,1,+9.0769232585,+
3,8754,1,+9.0772660178,+
3,8757,-1,-9.0776086595,-
3,8760,1,+9.0779511839,+
3,8763,1,+9.0782935911,+
3,8766,-1,-9.0786358810,-
3,8769,1,+9.0789780538,+
3,8772,1,+9.0793201095,+
3,8775,1,+9.0796620483,+
3,8778,1,+9.0800038702,+
3,8781,1,+9.0803455754,+
3,8784,-4,-36.3227486550,-
3,8787,1,+9.0810286355,+
3,8790,1,+9.0813699907,+
3,8793,0,+0.0000000000,0
3,8796,1,+9.0820523517,+
3,8799,1,+9.0823933576,+
3,8802,0,+0.0000000000,0
3,8805,1,+9.0830750209,+
3,8808,1,+9.0834156784,+
3,8811,-1,-9.0837562199,-
3,8814,1,+9.0840966454,+
3,8817,1,+9.0844369551,+
3,8820,-8,-72.6782171920,-
3,8823,1,+9.0851172272,+
3,8826,1,+9.0854571898,+
3,8829,0,+0.0000000000,0
3,8832,1,+9.0861367685,+
3,8835,1,+9.0864763848,+
3,8838,-1,-9.0868158857,-
3,8841,1,+9.0871552714,+
3,8844,1,+9.0874945420,+
3,8847,0,+0.0000000000,0
3,8850,1,+9.0881727380,+
3,8853,1,+9.0885116636,+
3,8856,3,+27.2665514232,+
3,8859,1,+9.0891891704,+
3,8862,1,+9.0895277518,+
3,8865,-1,-9.0898662185,-
3,8868,1,+9.0902045707,+
3,8871,1,+9.0905428085,+
3,8874,-3,-27.2726427958,-
3,8877,1,+9.0912189411,+
3,8880,1,+9.0915568360,+
3,8883,0,+0.0000000000,0
3,8886,1,+9.0922322835,+
3,8889,1,+9.0925698362,+
3,8892,-5,-45.4645363754,-
3,8895,1,+9.0932446001,+
3,8898,1,+9.0935818114,+
3,8901,-1,-9.0939189090,-
3,8904,1,+9.0942558930,+
3,8907,1,+9.0945927634,+
3,8910,0,+0.0000000000,0
3,8913,1,+9.0952661641,+
3,8916,1,+9.0956026945,+
3,8919,0,+0.0000000000,0
3,8922,1,+9.0962754157,+
3,8925,1,+9.0966116066,+
3,8928,-5,-45.4847384231,-
3,8931,1,+9.0972836497,+
3,8934,1,+9.0976195019,+
3,8937,0,+0.0000000000,0
3,8940,1,+9.0982908682,+
3,8943,1,+9.0986263823,+
3,8946,-3,-27.2968853520,-
3,8949,1,+9.0992970732,+
3,8952,1,+9.0996322500,+
3,8955,-1,-9.0999673145,-
3,8958,1,+9.1003022668,+
3,8961,1,+9.1006371069,+
3,8964,1,+9.1009718349,+
3,8967,1,+9.1013064510,+
3,8970,1,+9.1016409551,+
3,8973,0,+0.0000000000,0
3,8976,1,+9.1023096278,+
3,8979,1,+9.1026437965,+
3,8982,-1,-9.1029778536,-
3,8985,1,+9.1033117992,+
3,8988,1,+9.1036456333,+
3,8991,0,+0.0000000000,0
3,8994,1,+9.1043129673,+
3,8997,1,+9.1046464674,+
3,9000,-7,-63.7348589942,-
3,9003,1,+9.1053131341,+
3,9006,1,+9.1056463009,+
3,9009,-3,-27.3179380700,-
3,9012,1,+9.1063123016,+
3,9015,1,+9.1066451356,+
3,9018,0,+0.0000000000,0
3,9021,1,+9.1073104717,+
3,9024,1,+9.1076429737,+
3,9027,-1,-9.1079753653,-
3,9030,1,+9.1083076464,+
3,9033,1,+9.1086398171,+
3,9036,-2,-18.2179437552,-
3,9039,1,+9.1093038278,+
3,9042,1,+9.1096356679,+
3,9045,0,+0.0000000000,0
3,9048,1,+9.1102990178,+
3,9051,1,+9.1106305278,+
3,9054,-1,-9.1109619280,-
3,9057,1,+9.1112932184,+
3,9060,1,+9.1116243990,+
3,9063,-1,-9.1119554701,-
3,9066,1,+9.1122864315,+
3,9069,1,+9.1126172834,+
3,9072,-4,-36.4517921039,-
3,9075,1,+9.1132786591,+
3,9078,1,+9.1136091830,+
3,9081,0,+0.0000000000,0
3,9084,1,+9.1142699032,+
3,9087,1,+9.1146000997,+
3,9090,-3,-27.3447905615,-
3,9093,1,+9.1152601657,+
3,9096,1,+9.1155900354,+
3,9099,0,+0.0000000000,0
3,9102,1,+9.1162494486,+
3,9105,1,+9.1165789922,+
3,9108,-5,-45.5845421359,-
3,9111,1,+9.1172377537,+
3,9114,1,+9.1175669718,+
3,9117,0,+0.0000000000,0
3,9120,1,+9.1182250831,+
3,9123,1,+9.1185539763,+
3,9126,1,+9.1188827615,+
3,9129,1,+9.1192114386,+
3,9132,1,+9.1195400076,+
3,9135,-3,-27.3596054064,-
3,9138,1,+9.1201968221,+
3,9141,1,+9.1205250677,+
3,9144,-3,-27.3625596164,-
3,9147,1,+9.1211812357,+
3,9150,1,+9.1215091583,+
3,9153,0,+0.0000000000,0
3,9156,1,+9.1221646811,+
3,9159,1,+9.1224922814,+
3,9162,-1,-9.1228197744,-
3,9165,1,+9.1231471603,+
3,9168,1,+9.1234744390,+
3,9171,0,+0.0000000000,0
3,9174,1,+9.1241286752,+
3,9177,1,+9.1244556328,+
3,9180,7,+63.8734773853,+
3,9183,1,+9.1251092276,+
3,9186,1,+9.1254358649,+
3,9189,0,+0.0000000000,0
3,9192,1,+9.1260888195,+
3,9195,1,+9.1264151370,+
3,9198,-3,-27.3802240443,-
3,9201,1,+9.1270674528,+
3,9204,1,+9.1273934512,+
3,9207,0,+0.0000000000,0
3,9210,1,+9.1280451292,+
3,9213,1,+9.1283708091,+
3,9216,-9/2,-41.0791337232,-
3,9219,1,+9.1290218508,+
3,9222,1,+9.1293472128,+
3,9225,-2,-18.2593449378,-
3,9228,1,+9.1299976193,+
3,9231,1,+9.1303226640,+
3,9234,0,+0.0000000000,0
3,9237,1,+9.1309724366,+
3,9240,1,+9.1312971646,+
3,9243,-1,-9.1316217873,-
3,9246,1,+9.1319463045,+
3,9249,1,+9.1322707166,+
3,9252,-2,-18.2651900467,-
3,9255,1,+9.1329192250,+
3,9258,1,+9.1332433216,+
3,9261,1/3,+3.0445224377,+
3,9264,1,+9.1338911998,+
3,9267,1,+9.1342149816,+
3,9270,-3,-27.4036159757,-
3,9273,1,+9.1348622308,+
3,9276,1,+9.1351856984,+
3,9279,0,+0.0000000000,0
3,9282,1,+9.1358323198,+
3,9285,1,+9.1361554738,+
3,9288,3,+27.4094355701,+
3,9291,1,+9.1368014686,+
3,9294,1,+9.1371243096,+
3,9297,0,+0.0000000000,0
3,9300,1,+9.1377696791,+
3,9303,1,+9.1380922078,+
3,9306,-3,-27.4152438972,-
3,9309,1,+9.1387369531,+
3,9312,1,+9.1390591700,+
3,9315,0,+0.0000000000,0
3,9318,1,+9.1397032924,+
3,9321,1,+9.1400251981,+
3,9324,-5,-45.7017350008,-
3,9327,1,+9.1406686987,+
3,9330,1,+9.1409902938,+
3,9333,-1,-9.1413117856,-
3,9336,1,+9.1416331740,+
3,9339,1,+9.1419544591,+
3,9342,0,+0.0000000000,0
3,9345,1,+9.1425967199,+
3,9348,1,+9.1429176957,+
3,9351,0,+0.0000000000,0
3,9354,1,+9.1435593383,+
3,9357,1,+9.1438800053,+
3,9360,-9,-82.2978051252,-
3,9363,1,+9.1445210309,+
3,9366,1,+9.1448413897,+
3,9369,0,+0.0000000000,0
3,9372,1,+9.1454817996,+
3,9375,1,+9.1458018508,+
3,9378,-1,-9.1461217996,-
3,9381,1,+9.1464416461,+
3,9384,1,+9.1467613903,+
3,9387,-1,-9.1470810323,-
3,9390,1,+9.1474005722,+
3,9393,1,+9.1477200100,+
3,9396,0,+0.0000000000,0
3,9399,1,+9.1483585796,+
3,9402,1,+9.1486777116,+
3,9405,-3,-27.4469902252,-
3,9408,1,+9.1493156701,+
3,9411,1,+9.1496344969,+
3,9414,-1,-9.1499532220,-
3,9417,1,+9.1502718455,+
3,9420,1,+9.1505903676,+
3,9423,0,+0.0000000000,0
3,9426,1,+9.1512271075,+
3,9429,1,+9.1515453255,+
3,9432,-3,-27.4555903267,-
3,9435,1,+9.1521814578,+
3,9438,1,+9.1524993723,+
3,9441,0,+0.0000000000,0
3,9444,1,+9.1531348982,+
3,9447,1,+9.1534525098,+
3,9450,7,+64.0763901434,+
3,9453,1,+9.1540874304,+
3,9456,1,+9.1544047396,+
3,9459,0,+0.0000000000,0
3,9462,1,+9.1550390562,+
3,9465,1,+9.1553560636,+
3,9468,-2,-18.3113459413,-
3,9471,1,+9.1559897772,+
3,9474,1,+9.1563064835,+
3,9477,0,+0.0000000000,0
3,9480,1,+9.1569395952,+
3,9483,1,+9.1572560009,+
3,9486,-3,-27.4727169193,-
3,9489,1,+9.1578885120,+
3,9492,1,+9.1582046176,+
3,9495,-1,-9.1585206232,-
3,9498,1,+9.1588365291,+
3,9501,1,+9.1591523352,+
3,9504,10,+91.5946804160,+
3,9507,1,+9.1597836484,+
3,9510,1,+9.1600991555,+
3,9513,-1,-9.1604145632,-
3,9516,1,+9.1607298714,+
3,9519,1,+9.1610450803,+
3,9522,-2,-18.3227203795,-
3,9525,1,+9.1616752000,+
3,9528,1,+9.1619901110,+
3,9531,0,+0.0000000000,0
3,9534,1,+9.1626196358,+
3,9537,1,+9.1629342496,+
3,9540,-5,-45.8162438222,-
3,9543,1,+9.1635631804,+
3,9546,1,+9.1638774976,+
3,9549,0,+0.0000000000,0
3,9552,1,+9.1645058356,+
3,9555,1,+9.1648198567,+
3,9558,0,+0.0000000000,0
3,9561,1,+9.1654476031,+
3,9564,1,+9.1657613286,+
3,9567,0,+0.0000000000,0
3,9570,1,+9.1663884844,+
3,9573,1,+9.1667019149,+
3,9576,-7,-64.1691067307,-
3,9579,1,+9.1673284814,+
3,9582,1,+9.1676416174,+
3,9585,0,+0.0000000000,0
3,9588,1,+9.1682675956,+
3,9591,1,+9.1685804377,+
3,9594,-3,-27.5066795462,-
3,9597,1,+9.1692058286,+
3,9600,1,+9.1695183775,+
3,9603,-1,-9.1698308286,-
3,9606,1,+9.1701431822,+
3,9609,1,+9.1704554383,+
3,9612,1,+9.1707675969,+
3,9615,1,+9.1710796580,+
3,9618,1,+9.1713916218,+
3,9621,0,+0.0000000000,0
3,9624,1,+9.1720152577,+
3,9627,1,+9.1723269298,+
3,9630,-3,-27.5179155144,-
3,9633,1,+9.1729499828,+
3,9636,1,+9.1732613637,+
3,9639,0,+0.0000000000,0
3,9642,1,+9.1738838350,+
3,9645,1,+9.1741949253,+
3,9648,-4,-36.6980236759,-
3,9651,1,+9.1748168159,+
3,9654,1,+9.1751276162,+
3,9657,-1,-9.1754383200,-
3,9660,1,+9.1757489272,+
3,9663,1,+9.1760594380,+
3,9666,0,+0.0000000000,0
3,9669,1,+9.1766801705,+
3,9672,1,+9.1769903923,+
3,9675,-2,-18.3546010358,-
3,9678,1,+9.1776105474,+
3,9681,1,+9.1779204807,+
3,9684,-2,-18.3564606361,-
3,9687,1,+9.1785400594,+
3,9690,1,+9.1788497049,+
3,9693,0,+0.0000000000,0
3,9696,1,+9.1794687083,+
3,9699,1,+9.1797780664,+
3,9702,-5,-45.9004366440,-
3,9705,1,+9.1803964956,+
3,9708,1,+9.1807055668,+
3,9711,-1,-9.1810145426,-
3,9714,1,+9.1813234229,+
3,9717,1,+9.1816322078,+
3,9720,0,+0.0000000000,0
3,9723,1,+9.1822494918,+
3,9726,1,+9.1825579910,+
3,9729,-1,-9.1828663950,-
3,9732,1,+9.1831747039,+
3,9735,1,+9.1834829178,+
3,9738,-1,-9.1837910367,-
3,9741,1,+9.1840990608,+
3,9744,1,+9.1844069899,+
3,9747,0,+0.0000000000,0
3,9750,1,+9.1850225640,+
3,9753,1,+9.1853302090,+
3,9756,-2,-18.3712755187,-
3,9759,1,+9.1859452151,+
3,9762,1,+9.1862525764,+
3,9765,-3,-27.5596795299,-
3,9768,1,+9.1868670158,+
3,9771,1,+9.1871740939,+
3,9774,0,+0.0000000000,0
3,9777,1,+9.1877879675,+
3,9780,1,+9.1880947630,+
3,9783,0,+0.0000000000,0
3,9786,1,+9.1887080718,+
3,9789,1,+9.1890145853,+
3,9792,-6,-55.1359260285,-
3,9795,1,+9.1896273304,+
3,9798,1,+9.1899335622,+
3,9801,0,+0.0000000000,0
3,9804,1,+9.1905457446,+
3,9807,1,+9.1908516954,+
3,9810,-3,-27.5734726577,-
3,9813,1,+9.1914633162,+
3,9816,1,+9.1917689864,+
3,9819,0,+0.0000000000,0
3,9822,1,+9.1923800466,+
3,9825,1,+9.1926854367,+
3,9828,7,+64.3509351355,+
3,9831,1,+9.1932959374,+
3,9834,1,+9.1936010480,+
3,9837,0,+0.0000000000,0
3,9840,1,+9.1942109900,+
3,9843,1,+9.1945158216,+
3,9846,-1,-9.1948205603,-
3,9849,1,+9.1951252062,+
3,9852,1,+9.1954297592,+
3,9855,0,+0.0000000000,0
3,9858,1,+9.1960385873,+
3,9861,1,+9.1963428623,+
3,9864,-3,-27.5899411345,-
3,9867,1,+9.1969511349,+
3,9870,1,+9.1972551324,+
3,9873,0,+0.0000000000,0
3,9876,1,+9.1978628505,+
3,9879,1,+9.1981665710,+
3,9882,0,+0.0000000000,0
3,9885,1,+9.1987737356,+
3,9888,1,+9.1990771797,+
3,9891,-1,-9.1993805317,-
3,9894,1,+9.1996837918,+
3,9897,1,+9.1999869599,+
3,9900,-8,-73.6023202890,-
3,9903,1,+9.2005930205,+
3,9906,1,+9.2008959131,+
3,9909,0,+0.0000000000,0
3,9912,1,+9.2015014233,+
3,9915,1,+9.2018040410,+
3,9918,-3,-27.6063197011,-
3,9921,1,+9.2024090016,+
3,9924,1,+9.2027113448,+
3,9927,0,+0.0000000000,0
3,9930,1,+9.2033157570,+
3,9933,1,+9.2036178262,+
3,9936,6,+55.2235188250,+
3,9939,1,+9.2042216910,+
3,9942,1,+9.2045234867,+
3,9945,-3,-27.6144755739,-
3,9948,1,+9.2051268049,+
3,9951,1,+9.2054283276,+
3,9954,-3,-27.6171892783,-
3,9957,1,+9.2060311004,+
3,9960,1,+9.2063323506,+
3,9963,0,+0.0000000000,0
3,9966,1,+9.2069345788,+
3,9969,1,+9.2072355570,+
3,9972,-2,-18.4150728893,-
3,9975,1,+9.2078372418,+
3,9978,1,+9.2081379484,+
3,9981,0,+0.0000000000,0
3,9984,1,+9.2087390906,+
3,9987,1,+9.2090395262,+
3,9990,2,+18.4186797433,+
3,9993,1,+9.2096401269,+
3,9996,1,+9.2099402920,+
3,9999,-1,-9.2102403670,-
4,4,1,+1.3862943611,+
4,8,1,+2.0794415417,+
4,12,1,+2.4849066498,+
4,16,1/2,+1.3862943611,+
4,20,1,+2.9957322736,+
4,24,1,+3.1780538303,+
4,28,1,+3.3322045102,+
4,32,0,+0.0000000000,0
4,36,1,+3.5835189385,+
4,40,1,+3.6888794541,+
4,44,1,+3.7841896339,+
4,48,0,+0.0000000000,0
4,52,1,+3.9512437186,+
4,56,1,+4.0253516907,+
4,60,1,+4.0943445622,+
4,64,-1/6,-0.6931471806,-
4,68,1,+4.2195077052,+
4,72,1,+4.2766661190,+
4,76,1,+4.3307333403,+
4,80,0,+0.0000000000,0
4,84,1,+4.4308167988,+
4,88,1,+4.4773368145,+
4,92,1,+4.5217885770,+
4,96,-1,-4.5643481915,-
4,100,1,+4.6051701860,+
4,104,1,+4.6443908991,+
4,108,1,+4.6821312271,+
4,112,0,+0.0000000000,0
4,116,1,+4.7535901911,+
4,120,1,+4.7874917428,+
4,124,1,+4.8202815656,+
4,128,0,+0.0000000000,0
4,132,1,+4.8828019226,+
4,136,1,+4.9126548857,+
4,140,1,+4.9416424226,+
4,144,-1/2,-2.4849066498,-
4,148,1,+4.9972122738,+
4,152,1,+5.0238805208,+
4,156,1,+5.0498560072,+
4,160,-1,-5.0751738152,-
4,164,1,+5.0998664278,+
4,168,1,+5.1239639794,+
4,172,1,+5.1474944768,+
4,176,0,+0.0000000000,0
4,180,1,+5.1929568509,+
4,184,1,+5.2149357576,+
4,188,1,+5.2364419628,+
4,192,-1,-5.2574953720,-
4,196,1,+5.2781146592,+
4,200,1,+5.2983173665,+
4,204,1,+5.3181199938,+
4,208,0,+0.0000000000,0
4,212,1,+5.3565862747,+
4,216,1,+5.3752784077,+
4,220,1,+5.3936275464,+
4,224,-1,-5.4116460519,-
4,228,1,+5.4293456290,+
4,232,1,+5.4467373717,+
4,236,1,+5.4638318050,+
4,240,-1,-5.4806389233,-
4,244,1,+5.4971682253,+
4,248,1,+5.5134287462,+
4,252,1,+5.5294290875,+
4,256,1/4,+1.3862943611,+
4,260,1,+5.5606816310,+
4,264,1,+5.5759491031,+
4,268,1,+5.5909869805,+
4,272,0,+0.0000000000,0
4,276,1,+5.6204008657,+
4,280,1,+5.6347896032,+
4,284,1,+5.6489742382,+
4,288,-2,-11.3259209603,-
4,292,1,+5.6767538023,+
4,296,1,+5.6903594543,+
4,300,1,+5.7037824747,+
4,304,0,+0.0000000000,0
4,308,1,+5.7300997830,+
4,312,1,+5.7430031878,+
4,316,1,+5.7557422136,+
4,320,-1,-5.7683209958,-
4,324,1,+5.7807435158,+
4,328,1,+5.7930136084,+
4,332,1,+5.8051349689,+
4,336,-1,-5.8171111600,-
4,340,1,+5.8289456176,+
4,344,1,+5.8406416574,+
4,348,1,+5.8522024798,+
4,352,-1,-5.8636311756,-
4,356,1,+5.8749307309,+
4,360,1,+5.8861040315,+
4,364,1,+5.8971538676,+
4,368,0,+0.0000000000,0
4,372,1,+5.9188938543,+
4,376,1,+5.9295891434,+
4,380,1,+5.9401712527,+
4,384,0,+0.0000000000,0
4,388,1,+5.9610053396,+
4,392,1,+5.9712618398,+
4,396,1,+5.9814142113,+
4,400,-1/2,-2.9957322736,-
4,404,1,+6.0014148780,+
4,408,1,+6.0112671744,+
4,412,1,+6.0210233493,+
4,416,-1,-6.0306852603,-
4,420,1,+6.0402547113,+
4,424,1,+6.0497334552,+
4,428,1,+6.0591231956,+
4,432,-1,-6.0684255882,-
4,436,1,+6.0776422433,+
4,440,1,+6.0867747269,+
4,444,1,+6.0958245624,+
4,448,-1,-6.1047932324,-
4,452,1,+6.1136821798,+
4,456,1,+6.1224928095,+
4,460,1,+6.1312264895,+
4,464,0,+0.0000000000,0
4,468,1,+6.1484682959,+
4,472,1,+6.1569789856,+
4,476,1,+6.1654178542,+
4,480,-3,-18.5213583117,-
4,484,1,+6.1820849067,+
4,488,1,+6.1903154059,+
4,492,1,+6.1984787165,+
4,496,0,+0.0000000000,0
4,500,1,+6.2146080984,+
4,504,1,+6.2225762681,+
4,508,1,+6.2304814476,+
4,512,1/3,+2.0794415417,+
4,516,1,+6.2461067655,+
4,520,1,+6.2538288116,+
4,524,1,+6.2614916843,+
4,528,-1,-6.2690962837,-
4,532,1,+6.2766434893,+
4,536,1,+6.2841341611,+
4,540,1,+6.2915691396,+
4,544,-1,-6.2989492469,-
4,548,1,+6.3062752869,+
4,552,1,+6.3135480463,+
4,556,1,+6.3207682943,+
4,560,-1,-6.3279367837,-
4,564,1,+6.3350542515,+
4,568,1,+6.3421214187,+
4,572,1,+6.3491389914,+
4,576,-3/2,-9.5341614910,-
4,580,1,+6.3630281035,+
4,584,1,+6.3699009828,+
4,588,1,+6.3767269479,+
4,592,0,+0.0000000000,0
4,596,1,+6.3902406671,+
4,600,1,+6.3969296552,+
4,604,1,+6.4035741979,+
4,608,-1,-6.4101748820,-
4,612,1,+6.4167322825,+
4,616,1,+6.4232469635,+
4,620,1,+6.4297194780,+
4,624,-1,-6.4361503684,-
4,628,1,+6.4425401665,+
4,632,1,+6.4488893941,+
4,636,1,+6.4551985633,+
4,640,0,+0.0000000000,0
4,644,1,+6.4676987261,+
4,648,1,+6.4738906964,+
4,652,1,+6.4800445619,+
4,656,0,+0.0000000000,0
4,660,1,+6.4922398350,+
4,664,1,+6.4982821495,+
4,668,1,+6.5042881735,+
4,672,-3,-19.5307750216,-
4,676,1,+6.5161930760,+
4,680,1,+6.5220927982,+
4,684,1,+6.5279579176,+
4,688,0,+0.0000000000,0
4,692,1,+6.5395859556,+
4,696,1,+6.5453496603,+
4,700,1,+6.5510803350,+
4,704,-1,-6.5567783562,-
4,708,1,+6.5624440937,+
4,712,1,+6.5680779114,+
4,716,1,+6.5736801670,+
4,720,-2,-13.1585024240,-
4,724,1,+6.5847913924,+
4,728,1,+6.5903010482,+
4,732,1,+6.5957805140,+
4,736,-1,-6.6012301187,-
4,740,1,+6.6066501862,+
4,744,1,+6.6120410348,+
4,748,1,+6.6174029780,+
4,752,0,+0.0000000000,0
4,756,1,+6.6280413762,+
4,760,1,+6.6333184333,+
4,764,1,+6.6385677892,+
4,768,1,+6.6437897331,+
4,772,1,+6.6489845500,+
4,776,1,+6.6541525202,+
4,780,1,+6.6592939197,+
4,784,-1/2,-3.3322045102,-
4,788,1,+6.6694980899,+
4,792,1,+6.6745613918,+
4,796,1,+6.6795991858,+
4,800,-2,-13.3692234553,-
4,804,1,+6.6895992692,+
4,808,1,+6.6945620585,+
4,812,1,+6.6995003402,+
4,816,-1,-6.7044143550,-
4,820,1,+6.7093043403,+
4,824,1,+6.7141705299,+
4,828,1,+6.7190131544,+
4,832,-1,-6.7238324408,-
4,836,1,+6.7286286131,+
4,840,1,+6.7334018918,+
4,844,1,+6.7381524946,+
4,848,0,+0.0000000000,0
4,852,1,+6.7475865268,+
4,856,1,+6.7522703761,+
4,860,1,+6.7569323892,+
4,864,-3,-20.2847183064,-
4,868,1,+6.7661917147,+
4,872,1,+6.7707894239,+
4,876,1,+6.7753660909,+
4,880,-1,-6.7799219075,-
4,884,1,+6.7844570626,+
4,888,1,+6.7889717430,+
4,892,1,+6.7934661326,+
4,896,0,+0.0000000000,0
4,900,1,+6.8023947633,+
4,904,1,+6.8068293604,+
4,908,1,+6.8112443786,+
4,912,-1,-6.8156399901,-
4,916,1,+6.8200163647,+
4,920,1,+6.8243736700,+
4,924,1,+6.8287120716,+
4,928,-1,-6.8330317328,-
4,932,1,+6.8373328147,+
4,936,1,+6.8416154765,+
4,940,1,+6.8458798753,+
4,944,0,+0.0000000000,0
4,948,1,+6.8543545023,+
4,952,1,+6.8585650348,+
4,956,1,+6.8627579131,+
4,960,-2,-13.7338665689,-
4,964,1,+6.8710912946,+
4,968,1,+6.8752320873,+
4,972,1,+6.8793558045,+
4,976,0,+0.0000000000,0
4,980,1,+6.8875525717,+
4,984,1,+6.8916258971,+
4,988,1,+6.8956826977,+
4,992,-1,-6.8997231073,-
4,996,1,+6.9037472576,+
4,1000,1,+6.9077552790,+
4,1004,1,+6.9117473003,+
4,1008,-2,-13.8314468973,-
4,1012,1,+6.9196838498,+
4,1016,1,+6.9236286281,+
4,1020,1,+6.9275579063,+
4,1024,1/5,+1.3862943611,+
4,1028,1,+6.9353704460,+
4,1032,1,+6.9392539460,+
4,1036,1,+6.9431224228,+
4,1040,-1,-6.9469759921,-
4,1044,1,+6.9508147684,+
4,1048,1,+6.9546388649,+
4,1052,1,+6.9584483933,+
4,1056,-3,-20.8867303928,-
4,1060,1,+6.9660241871,+
4,1064,1,+6.9697906699,+
4,1068,1,+6.9735430195,+
4,1072,0,+0.0000000000,0
4,1076,1,+6.9810057407,+
4,1080,1,+6.9847163201,+
4,1084,1,+6.9884131820,+
4,1088,-1,-6.9920964274,-
4,1092,1,+6.9957661563,+
4,1096,1,+6.9994224675,+
4,1100,1,+7.0030654588,+
4,1104,-1,-7.0066952268,-
4,1108,1,+7.0103118673,+
4,1112,1,+7.0139154748,+
4,1116,1,+7.0175061429,+
4,1120,-3,-21.0632518929,-
4,1124,1,+7.0246490305,+
4,1128,1,+7.0282014321,+
4,1132,1,+7.0317412588,+
4,1136,0,+0.0000000000,0
4,1140,1,+7.0387835414,+
4,1144,1,+7.0422861719,+
4,1148,1,+7.0457765769,+
4,1152,1,+7.0492548413,+
4,1156,1,+7.0527210492,+
4,1160,1,+7.0561752841,+
4,1164,1,+7.0596176283,+
4,1168,0,+0.0000000000,0
4,1172,1,+7.0664669701,+
